2019-01-13 20:05:07,576	INFO	Motor Started Successfully
2019-01-13 20:05:07,578	INFO	Starting PWM...
2019-01-13 20:05:07,580	INFO	PWM Started Successfully
2019-01-13 20:05:07,586	INFO	Feeding...
2019-01-13 20:05:11,591	INFO	Done Feeding
2019-01-13 20:05:11,593	INFO	Stopping PWM
2019-01-13 20:05:11,594	INFO	PWM Stopped
2019-01-13 20:05:11,595	INFO	Feed Completed Successfully
2019-01-13 20:05:11,596	INFO	Cleaning Up, clearing pins
2019-01-19 10:02:08,044	INFO	Feeding for 4.0 seconds
2019-01-19 10:02:08,046	INFO	Starting Motor...
2019-01-19 10:02:08,048	INFO	Motor Started Successfully
2019-01-19 10:02:08,050	INFO	Starting PWM...
2019-01-19 10:02:08,053	INFO	PWM Started Successfully
2019-01-19 10:02:08,055	INFO	Feeding...
2019-01-19 10:02:12,060	INFO	Done Feeding
2019-01-19 10:02:12,062	INFO	Stopping PWM
2019-01-19 10:02:12,064	INFO	PWM Stopped
2019-01-19 10:02:12,066	INFO	Feed Completed Successfully
2019-01-19 10:02:12,067	INFO	Cleaning Up, clearing pins
2019-01-20 09:20:51,411	INFO	Feeding for 1.0 seconds
2019-01-20 09:20:51,413	INFO	Starting Motor...
2019-01-20 09:20:51,415	INFO	Motor Started Successfully
2019-01-20 09:20:51,416	INFO	Starting PWM...
2019-01-20 09:20:51,419	INFO	PWM Started Successfully
2019-01-20 09:20:51,421	INFO	Feeding...
2019-01-20 09:20:52,423	INFO	Done Feeding
2019-01-20 09:20:52,425	INFO	Stopping PWM
2019-01-20 09:20:52,426	INFO	PWM Stopped
2019-01-20 09:20:52,427	INFO	Feed Completed Successfully
2019-01-20 09:20:52,429	INFO	Cleaning Up, clearing pins
2019-01-20 16:09:33,090	INFO	Feeding for 1.0 seconds
2019-01-20 16:09:33,092	INFO	Starting Motor...
2019-01-20 16:09:33,094	INFO	Motor Started Successfully
2019-01-20 16:09:33,096	INFO	Starting PWM...
2019-01-20 16:09:33,098	INFO	PWM Started Successfully
2019-01-20 16:09:33,100	INFO	Feeding...
2019-01-20 16:09:34,103	INFO	Done Feeding
2019-01-20 16:09:34,104	INFO	Stopping PWM
